datetime,open_price,high_price,low_price,close_price,volume
2024-06-26 15:45:00,213.295,213.5,212.72,213.12,4372340
2024-06-27 09:30:00,214.64999,215.63,214.38879,214.55,6902861
2024-06-27 09:45:00,214.675,214.92999,213.75,214.42999,3060709
2024-06-27 10:00:00,214.39,214.78999,213.97,214.41,2179620
2024-06-27 10:15:00,214.495,214.5997,213.39999,213.785,2115337
2024-06-27 10:30:00,213.795,213.9563,213.26019,213.26019,1817925
2024-06-27 10:45:00,213.27,213.3299,212.39999,213.285,2362527
2024-06-27 11:00:00,213.28,213.66,213.0,213.4705,1311155
2024-06-27 11:15:00,213.5,213.679,212.82001,212.98,1294828
2024-06-27 11:30:00,212.92999,213.10001,212.5899,212.81,1272107
2024-06-27 11:45:00,212.78999,213.47,212.7,213.205,941476
2024-06-27 12:00:00,213.16,213.47,213.050003,213.20599,845891
2024-06-27 12:15:00,213.21001,213.86,213.21001,213.86,1357495
2024-06-27 12:30:00,213.855,214.17,213.715,213.92,1204784
2024-06-27 12:45:00,213.91,213.91,213.62601,213.66,982950
2024-06-27 13:00:00,213.72,214.059998,213.6946,213.966,708033
2024-06-27 13:15:00,213.96651,213.99989,213.56599,214.0,754298
2024-06-27 13:30:00,213.99541,214.070007,213.67599,213.7197,811481
2024-06-27 13:45:00,213.705,214.039993,213.6219,213.64,537460
2024-06-27 14:00:00,213.62,213.645,213.050003,213.405,944835
2024-06-27 14:15:00,213.4213,213.55,213.21001,213.42,870935
2024-06-27 14:30:00,213.41499,213.45,213.28,213.355,1137263
2024-06-27 14:45:00,213.36,213.77,213.36,213.74001,643452
2024-06-27 15:00:00,213.75,214.014999,213.64999,213.8513,824984
2024-06-27 15:15:00,213.855,213.97,213.7,213.83,911301
2024-06-27 15:30:00,213.83,214.014999,213.69,213.74989,1267128
2024-06-27 15:45:00,213.75999,214.11,213.145,214.10001,3892334
2024-06-28 09:30:00,215.80499,216.070007,214.21001,214.46001,5356729
2024-06-28 09:45:00,214.48,214.94,213.5703,214.33,3094369
2024-06-28 10:00:00,214.325,215.42,214.25,215.42,3253602
2024-06-28 10:15:00,215.42,215.50999,214.42999,214.64,2050848
2024-06-28 10:30:00,214.63499,215.3,214.63049,214.965,1526585
2024-06-28 10:45:00,214.955,215.0099945,213.92999,214.38,1546056
2024-06-28 11:00:00,214.355,214.42999,213.77,214.315,1355030
2024-06-28 11:15:00,214.31,214.73,214.25999,214.34,1798888
2024-06-28 11:30:00,214.33,214.39,213.95,214.17,1598463
2024-06-28 11:45:00,214.17,214.71001,213.95,214.17999,1156008
2024-06-28 12:00:00,214.185,214.37,214.11501,214.205,1247323
2024-06-28 12:15:00,214.205,214.325,213.52,213.84,1600903
2024-06-28 12:30:00,213.83501,213.94,213.27,213.74001,1665598
2024-06-28 12:45:00,213.74001,213.96001,213.45,213.955,871084
2024-06-28 13:00:00,213.95,214.53,213.8,214.36,1445567
2024-06-28 13:15:00,214.33,214.35001,213.8,213.83009,970153
2024-06-28 13:30:00,213.85001,214.0,213.62,213.75999,794314
2024-06-28 13:45:00,213.75999,214.039993,213.75999,213.9257,719773
2024-06-28 14:00:00,213.92,214.080002,213.75,213.985,1019112
2024-06-28 14:15:00,213.985,214.039993,213.13,213.21001,1241197
2024-06-28 14:30:00,213.21001,213.45,213.080002,213.245,1083784
2024-06-28 14:45:00,213.245,213.485,213.089996,213.145,1116605
2024-06-28 15:00:00,213.14999,213.16,212.7,212.92,1361633
2024-06-28 15:15:00,212.925,213.35001,212.92,213.054993,1374019
2024-06-28 15:30:00,213.050003,213.60989,212.12,213.5,3018490
2024-06-28 15:45:00,213.52,213.5799,210.3,210.61,10573825
2024-07-01 09:30:00,212.17999,213.98,211.965,213.47501,5721173
2024-07-01 09:45:00,213.61,213.61,212.3,213.14999,2647248
2024-07-01 10:00:00,213.33,213.855,212.85001,213.0061035,2308264
2024-07-01 10:15:00,212.91,215.58,212.78999,215.235,4148908
2024-07-01 10:30:00,215.22,215.323,214.089996,214.495,2131268
2024-07-01 10:45:00,214.53999,215.36501,214.39,215.345,2133987
2024-07-01 11:00:00,215.37,215.53,214.50011,215.34,2138720
2024-07-01 11:15:00,215.32761,215.35001,214.36,215.013306,1282815
2024-07-01 11:30:00,214.95,215.34,214.715,215.039993,1167039
2024-07-01 11:45:00,215.0099945,215.73,215.0,215.69,1821757
2024-07-01 12:00:00,215.66,216.020004,215.37,216.0,1929368
2024-07-01 12:15:00,216.014999,216.55499,215.7822,216.55009,2019888
2024-07-01 12:30:00,216.515,217.30499,216.5,217.30499,2712762
2024-07-01 12:45:00,217.31,217.49001,216.59,216.98241,2360405
2024-07-01 13:00:00,217.050003,217.5,216.92799,217.13,1637893
2024-07-01 13:15:00,217.089996,217.5,217.020004,217.255,1741975
2024-07-01 13:30:00,217.16499,217.17999,216.7309,217.023407,958676
2024-07-01 13:45:00,216.95,217.079895,216.3401,216.72,1185808
2024-07-01 14:00:00,216.71449,216.795,216.27,216.6375,921379
2024-07-01 14:15:00,216.645,216.895,215.94,215.94,1074017
2024-07-01 14:30:00,215.92,216.080002,215.64999,216.039993,1277864
2024-07-01 14:45:00,216.059998,216.059998,215.45,215.80251,1196920
2024-07-01 15:00:00,215.72,216.24001,215.5899,216.16,1414404
2024-07-01 15:15:00,216.1559,216.1738,215.16,215.535,1382761
2024-07-01 15:30:00,215.535,216.054993,215.47,216.0050049,1231510
2024-07-01 15:45:00,216.016495,217.0,215.85001,216.73,4194580
2024-07-02 09:30:00,216.14999,217.46001,215.10001,217.46001,5220976
2024-07-02 09:45:00,217.46429,218.0099945,216.86,217.985,3163346
2024-07-02 10:00:00,218.0,218.84,217.67,218.55,3517543
2024-07-02 10:15:00,218.57001,218.89999,218.16,218.7099,2573251
2024-07-02 10:30:00,218.71001,219.24001,218.5638,218.77,2716265
2024-07-02 10:45:00,218.72501,219.85001,218.64999,219.53979,3014338
2024-07-02 11:00:00,219.55,220.33,219.19009,219.89999,4128292
2024-07-02 11:15:00,219.89,219.89999,218.99001,219.51019,1734384
2024-07-02 11:30:00,219.53,220.11,219.39,219.9725,1644511
2024-07-02 11:45:00,220.0,220.029999,219.25,219.27,1172275
2024-07-02 12:00:00,219.25999,219.44,218.75999,218.8206,1277879
2024-07-02 12:15:00,218.83,219.28,218.78999,219.16499,1057144
2024-07-02 12:30:00,219.14999,219.39999,218.92,219.085007,870002
2024-07-02 12:45:00,219.10001,219.35001,218.92,219.17,815192
2024-07-02 13:00:00,219.1601,219.45,218.8308,219.37,779336
2024-07-02 13:15:00,219.39,219.5,219.25,219.39999,772142
2024-07-02 13:30:00,219.4001,219.82001,219.27,219.6299,785516
2024-07-02 13:45:00,219.63,219.87,219.56,219.59979,870312
2024-07-02 14:00:00,219.59,220.0075073,219.47,219.72,1334502
2024-07-02 14:15:00,219.73,220.070007,219.66,220.029999,772611
2024-07-02 14:30:00,220.029999,220.044998,219.61,219.98,932214
2024-07-02 14:45:00,219.98,220.33,219.74001,219.778,1981203
2024-07-02 15:00:00,219.78,219.92,219.58,219.78,946431
2024-07-02 15:15:00,219.78,219.78999,219.50999,219.62,929370
2024-07-02 15:30:00,219.61,219.92999,219.53999,219.69,1225042
2024-07-02 15:45:00,219.685,220.38,219.5,220.37,4054560
2024-07-03 09:30:00,220.42999,220.7299,219.61,220.44,5089731
2024-07-03 09:45:00,220.5,221.33,219.77,221.14,3621267
2024-07-03 10:00:00,221.16,221.39999,219.64999,220.14,3229399
2024-07-03 10:15:00,220.14,220.52,219.029999,219.38,2431858
2024-07-03 10:30:00,219.3799,219.91,219.1001,219.83,1717076
2024-07-03 10:45:00,219.83,220.58,219.62,220.53999,1689066
2024-07-03 11:00:00,220.55,220.69971,220.029999,220.52409,1742302
2024-07-03 11:15:00,220.50999,220.73,220.039993,220.11501,1452042
2024-07-03 11:30:00,220.11501,220.455,219.845,220.37,1122216
2024-07-03 11:45:00,220.34,220.37,219.77,220.30991,1376445
2024-07-03 12:00:00,220.32001,220.80499,220.32001,220.8,1210665
2024-07-03 12:15:00,220.795,221.3,220.75999,221.3,1565260
2024-07-03 12:30:00,221.28999,221.42999,220.95,221.31,1630898
2024-07-03 12:45:00,221.315,221.55,220.88,221.53999,4004563
2024-07-03 13:00:00,221.55,221.55,221.55,221.55,5315709
2024-07-05 09:30:00,221.64999,223.51109,221.64999,223.38,6029209
2024-07-05 09:45:00,223.39,224.53999,222.694,224.10519,3746395
2024-07-05 10:00:00,224.11,224.88,223.91,224.87,3578897
2024-07-05 10:15:00,224.8618,225.44,224.53999,225.17081,4550736
2024-07-05 10:30:00,225.17,225.19,224.49001,224.71001,2066815
2024-07-05 10:45:00,224.7097,224.73351,223.83,224.25999,1955525
2024-07-05 11:00:00,224.25,224.64999,224.155,224.575,1429573
2024-07-05 11:15:00,224.575,224.82001,224.2,224.72,1566321
2024-07-05 11:30:00,224.72,225.2,224.67999,225.2,1443514
2024-07-05 11:45:00,225.2,225.4191,224.94009,225.28999,1302256
2024-07-05 12:00:00,225.3,225.41,225.14,225.4082,1117353
2024-07-05 12:15:00,225.405,225.405,224.92999,225.22,1141034
2024-07-05 12:30:00,225.23,225.3,224.73,224.89999,951887
2024-07-05 12:45:00,224.88,225.19,224.85001,225.070007,903235
2024-07-05 13:00:00,225.065002,225.19,224.89,225.10001,964442
2024-07-05 13:15:00,225.10001,225.37,225.013107,225.35001,988759
2024-07-05 13:30:00,225.355,225.64,225.25,225.41,1706854
2024-07-05 13:45:00,225.41,225.60001,225.070007,225.13499,983335
2024-07-05 14:00:00,225.13989,225.42,224.98,225.39,1124757
2024-07-05 14:15:00,225.37,225.53999,225.2,225.25,786756
2024-07-05 14:30:00,225.25999,225.36,225.0099945,225.029999,788132
2024-07-05 14:45:00,225.029694,225.32001,225.029694,225.23,968778
2024-07-05 15:00:00,225.23,225.52499,225.22,225.343,1187722
2024-07-05 15:15:00,225.34,225.4845,225.25,225.42,1535036
2024-07-05 15:30:00,225.41991,225.815,225.36,225.66,2105625
2024-07-05 15:45:00,225.66,226.45,225.58,226.31,5060329
2024-07-08 09:30:00,227.089996,227.35001,224.050003,224.27,8094410
2024-07-08 09:45:00,224.25,224.48421,223.39999,223.67,3400500
2024-07-08 10:00:00,223.67,224.77,223.25,224.69991,2594897
2024-07-08 10:15:00,224.69,225.39,224.31,225.2,2297395
2024-07-08 10:30:00,225.1998,225.82001,224.9101,225.2,2032015
2024-07-08 10:45:00,225.19,225.46001,224.7832,225.42,1794310
2024-07-08 11:00:00,225.42999,226.53,225.41,226.25,2415384
2024-07-08 11:15:00,226.25,226.81,226.14999,226.50999,1908538
2024-07-08 11:30:00,226.53,226.88,226.27161,226.83,1498142
2024-07-08 11:45:00,226.8194,227.0,226.41,226.5,1395044
2024-07-08 12:00:00,226.49001,226.571,225.78999,226.22,1285338
2024-07-08 12:15:00,226.22,226.59,226.0099945,226.52,1127412
2024-07-08 12:30:00,226.50999,226.52,226.050003,226.265,880410
2024-07-08 12:45:00,226.2641,226.77,226.10001,226.67999,1811751
2024-07-08 13:00:00,226.69,226.89999,226.3304,226.4519,1547674
2024-07-08 13:15:00,226.455,226.608,226.25999,226.5999,706774
2024-07-08 13:30:00,226.58,227.065002,226.50999,226.64999,1046144
2024-07-08 13:45:00,226.66,226.82001,226.39,226.46001,1009411
2024-07-08 14:00:00,226.45,227.0,226.4026,226.96001,1203847
2024-07-08 14:15:00,226.9501,227.44,226.89,227.33,1631038
2024-07-08 14:30:00,227.33,227.36,226.46001,226.5,1034735
2024-07-08 14:45:00,226.5,227.072006,226.47,226.976,896714
2024-07-08 15:00:00,226.9799,227.16,226.73,227.089996,1248220
2024-07-08 15:15:00,227.089996,227.22,226.74001,226.825,1305254
2024-07-08 15:30:00,226.81,227.31,226.7601,227.254,1505168
2024-07-08 15:45:00,227.25,227.84,227.125,227.8,4535507
2024-07-09 09:30:00,228.185,228.25999,226.3721,227.21201,5053845
2024-07-09 09:45:00,227.205,228.16,227.10001,228.099594,2259204
2024-07-09 10:00:00,228.1897,228.8299,228.029999,228.8172,2782188
2024-07-09 10:15:00,228.83,229.395,228.39999,228.53,3355049
2024-07-09 10:30:00,228.5229,228.655,227.3,228.039993,2958236
2024-07-09 10:45:00,228.046005,228.619,227.63499,228.42,2344519
2024-07-09 11:00:00,228.42999,228.4691,227.49001,227.8298,1563295
2024-07-09 11:15:00,227.85001,228.17999,227.465,227.91499,1267788
2024-07-09 11:30:00,227.9101,228.039993,227.71001,227.77,847450
2024-07-09 11:45:00,227.75999,228.23,227.60001,228.2001,1265172
2024-07-09 12:00:00,228.22,228.248,227.72,227.72,1100208
2024-07-09 12:15:00,227.7366,228.24001,227.71001,228.17999,1065626
2024-07-09 12:30:00,228.17,228.35001,228.080002,228.33,1199018
2024-07-09 12:45:00,228.33,228.53999,228.11,228.52991,1091998
2024-07-09 13:00:00,228.52499,228.7254,228.39,228.56,984895
2024-07-09 13:15:00,228.56,228.56,228.0099945,228.0099945,968341
2024-07-09 13:30:00,228.0,228.25,227.85001,228.044998,843559
2024-07-09 13:45:00,228.044998,228.2188,227.96001,228.105,602329
2024-07-09 14:00:00,228.10001,228.22,227.88,228.020004,916080
2024-07-09 14:15:00,228.021698,228.535,228.020004,228.44,868983
2024-07-09 14:30:00,228.45,228.5,228.21001,228.39999,790160
2024-07-09 14:45:00,228.3855,228.5199,228.17,228.28999,745685
2024-07-09 15:00:00,228.285,228.44,228.16,228.17999,756812
2024-07-09 15:15:00,228.185,228.44,228.16,228.36,981443
2024-07-09 15:30:00,228.35001,228.42999,228.1842,228.36501,1493552
2024-07-09 15:45:00,228.36501,228.78,228.27,228.7,3312922
2024-07-10 09:30:00,229.44,231.059998,229.25,230.855,6444878
2024-07-10 09:45:00,230.83,231.37601,230.53,231.3013,3070587
2024-07-10 10:00:00,231.3089,231.722,231.059998,231.50999,2980956
2024-07-10 10:15:00,231.5103,231.55,230.79401,231.10001,2215162
2024-07-10 10:30:00,231.11,231.155,230.41,230.7,1856704
2024-07-10 10:45:00,230.7,230.91,230.17,230.2872,1892477
2024-07-10 11:00:00,230.28999,231.0050049,230.105,230.66,1617985
2024-07-10 11:15:00,230.6568,231.050003,230.59151,230.995,993318
2024-07-10 11:30:00,231.0,231.25999,230.955,231.089996,1095537
2024-07-10 11:45:00,231.064697,231.395,231.0099945,231.28,1096288
2024-07-10 12:00:00,231.28999,231.41859,231.044006,231.22,927647
2024-07-10 12:15:00,231.21001,232.74001,231.21001,232.19501,6348055
2024-07-10 12:30:00,232.2,232.42,231.69,231.92999,1798360
2024-07-10 12:45:00,231.92999,231.92999,230.94,231.32401,2149839
2024-07-10 13:00:00,231.32001,231.34,230.71001,230.97,1768260
2024-07-10 13:15:00,230.96001,231.69,230.8701,231.56,1466482
2024-07-10 13:30:00,231.57001,232.10001,231.52,232.082001,1524764
2024-07-10 13:45:00,232.089996,232.14999,231.67,231.96001,1039410
2024-07-10 14:00:00,231.965,232.13,231.61011,231.8604,926654
2024-07-10 14:15:00,231.86391,232.105,231.63,232.10001,843989
2024-07-10 14:30:00,232.10001,232.14999,231.89,231.96001,838267
2024-07-10 14:45:00,231.97,232.19,231.94501,232.155,1048021
2024-07-10 15:00:00,232.14,232.14,231.69,231.83,1290793
2024-07-10 15:15:00,231.83,231.95,231.63,231.75999,1084800
2024-07-10 15:30:00,231.75999,232.4151,231.705,232.39999,1908327
2024-07-10 15:45:00,232.405,233.080002,232.39,232.91,5207271
2024-07-11 09:30:00,231.31171,232.39,230.78,232.14,6297806
2024-07-11 09:45:00,232.12711,232.16,230.14,231.83,3312791
2024-07-11 10:00:00,231.83,232.14999,230.31,230.45,2765793
2024-07-11 10:15:00,230.44,230.48,228.53,228.89999,4268407
2024-07-11 10:30:00,228.87,229.64,228.205,228.235,2432946
2024-07-11 10:45:00,228.24001,228.58,226.64,226.66,3248182
2024-07-11 11:00:00,226.66,227.7,226.35001,227.12,3298333
2024-07-11 11:15:00,227.14999,227.3,226.27,226.62,1944151
2024-07-11 11:30:00,226.62,226.71001,225.77,226.38,2344022
2024-07-11 11:45:00,226.39999,227.070007,226.39999,226.86,1728282
2024-07-11 12:00:00,226.864,227.7299,226.7,227.4239,1664688
2024-07-11 12:15:00,227.41,227.84,226.95,227.76579,1365726
2024-07-11 12:30:00,227.75999,228.72,227.6716,228.60001,1877637
2024-07-11 12:45:00,228.60001,228.61,227.655,227.72,2187764
2024-07-11 13:00:00,227.72,228.029999,227.5605,228.0,821510
2024-07-11 13:15:00,227.98,228.2646,227.27,227.98,946936
2024-07-11 13:30:00,227.97,227.97501,227.34,227.36,666822
2024-07-11 13:45:00,227.36031,227.375,226.59,226.82001,957964
2024-07-11 14:00:00,226.82001,227.14,226.74001,227.10001,912296
2024-07-11 14:15:00,227.10001,227.53,227.059998,227.265,841013
2024-07-11 14:30:00,227.25999,228.020004,227.21001,227.88,997760
2024-07-11 14:45:00,227.88,228.0099945,227.50999,227.86,824493
2024-07-11 15:00:00,227.88,228.46989,227.81,228.2699,1125065
2024-07-11 15:15:00,228.24001,228.55,227.67,227.71001,1181952
2024-07-11 15:30:00,227.72,228.625,227.685,228.14999,1329376
2024-07-11 15:45:00,228.14999,228.7,227.55,227.55,4721597
2024-07-12 09:30:00,229.0,230.25,228.67999,229.85001,5936563
2024-07-12 09:45:00,229.85851,231.39,229.23,231.35001,3242255
2024-07-12 10:00:00,231.35001,231.5,230.63,231.020004,2859260
2024-07-12 10:15:00,231.029999,231.070007,230.3,230.88,2042068
2024-07-12 10:30:00,230.88,231.56,230.62,231.505,1612172
2024-07-12 10:45:00,231.5,232.14999,231.19,231.85001,2265682
2024-07-12 11:00:00,231.84,232.39799,231.7,232.145,1927223
2024-07-12 11:15:00,232.035004,232.23981,231.39,231.8999,1722671
2024-07-12 11:30:00,231.89999,231.89999,231.5,231.59,1358933
2024-07-12 11:45:00,231.58,231.99001,230.84,230.9001,1391499
2024-07-12 12:00:00,230.89,231.1597,230.50999,230.69,1208450
2024-07-12 12:15:00,230.675,231.0,230.64,230.71001,1055391
2024-07-12 12:30:00,230.71001,231.0,230.57001,230.83,1654762
2024-07-12 12:45:00,230.82001,231.4601,230.62,231.44501,843579
2024-07-12 13:00:00,231.45,231.89999,231.33501,231.7112,860829
2024-07-12 13:15:00,231.71001,231.91,231.53,231.9025,861147
2024-07-12 13:30:00,231.89999,232.32001,231.84,232.2572,1096219
2024-07-12 13:45:00,232.25,232.64,232.070007,232.295,1642749
2024-07-12 14:00:00,232.28,232.4809,232.16,232.2226,858055
2024-07-12 14:15:00,232.22501,232.35001,231.87,232.27,928950
2024-07-12 14:30:00,232.265,232.36,232.1138,232.28999,714640
2024-07-12 14:45:00,232.3,232.31,232.020004,232.23,712644
2024-07-12 15:00:00,232.215,232.25,231.78999,231.86501,1066672
2024-07-12 15:15:00,231.86,232.039993,231.56,231.85989,990767
2024-07-12 15:30:00,231.86,231.87,230.37,230.5002,2034864
2024-07-12 15:45:00,230.52,231.039993,229.91,230.57001,3787269
2024-07-15 09:30:00,236.532,237.23,234.0,234.3213,11106281
2024-07-15 09:45:00,234.28999,234.94,233.34,234.4901,4129111
2024-07-15 10:00:00,234.5,235.49001,234.39999,234.855,3177314
2024-07-15 10:15:00,234.85989,234.99001,234.13,234.7901,2123027
2024-07-15 10:30:00,234.82001,235.33501,234.60001,234.99899,1735810
2024-07-15 10:45:00,234.99001,235.62,234.48,235.5013,1651702
2024-07-15 11:00:00,235.50999,236.0099945,235.31,235.9601,1679414
2024-07-15 11:15:00,235.95,236.3101,235.5,235.60001,2000452
2024-07-15 11:30:00,235.58,235.9498,235.15089,235.186,3368917
2024-07-15 11:45:00,235.19,235.4431,234.66,235.089996,1185833
2024-07-15 12:00:00,235.089996,235.14,234.55,234.77721,1029681
2024-07-15 12:15:00,234.72,235.39,234.5,235.308,997674
2024-07-15 12:30:00,235.32001,235.75,235.23,235.44,854505
2024-07-15 12:45:00,235.45,235.88,235.14999,235.4529,809169
2024-07-15 13:00:00,235.4691,235.49001,234.7029,235.010101,1202217
2024-07-15 13:15:00,235.014206,235.27,234.62,234.69,985836
2024-07-15 13:30:00,234.6595,234.75,234.11,234.485,1039351
2024-07-15 13:45:00,234.49001,234.8,234.19,234.5499,980970
2024-07-15 14:00:00,234.53799,234.58,233.90401,234.14,1048467
2024-07-15 14:15:00,234.16,234.61,234.080002,234.205,705971
2024-07-15 14:30:00,234.21001,234.67,233.97,234.3,935640
2024-07-15 14:45:00,234.325,234.8401,234.21001,234.78371,921382
2024-07-15 15:00:00,234.78,234.97,234.62,234.89999,1007397
2024-07-15 15:15:00,234.89999,235.070007,234.5,234.58,1232817
2024-07-15 15:30:00,234.58,234.78999,233.96001,234.070007,1654270
2024-07-15 15:45:00,234.080002,234.5,233.089996,234.42,4193462
2024-07-16 09:30:00,235.205,236.27,234.89,235.19,4635700
2024-07-16 09:45:00,235.1946,235.44,233.97,234.39999,2690006
2024-07-16 10:00:00,234.37,234.52,233.28,233.49001,2364991
2024-07-16 10:15:00,233.495,233.92999,233.0099945,233.83,1743282
2024-07-16 10:30:00,233.83,234.64,233.675,234.47,1872973
2024-07-16 10:45:00,234.45,234.75,233.98,234.10001,1242028
2024-07-16 11:00:00,234.091995,234.91,233.92,234.36011,1254899
2024-07-16 11:15:00,234.38,234.52,234.0099945,234.16,849369
2024-07-16 11:30:00,234.16,234.35001,233.78999,233.89861,876805
2024-07-16 11:45:00,233.89999,234.16,233.81,233.91,2609546
2024-07-16 12:00:00,233.92,234.25,233.14,233.53999,862854
2024-07-16 12:15:00,233.55,233.55,232.62,232.94791,1334415
2024-07-16 12:30:00,232.925,233.28,232.33,232.745,1506842
2024-07-16 12:45:00,232.745,233.63,232.745,233.59,1499841
2024-07-16 13:00:00,233.55,233.7878,233.405,233.535,787313
2024-07-16 13:15:00,233.42,233.7972,233.285,233.545,589946
2024-07-16 13:30:00,233.53999,233.94991,233.41499,233.838,772128
2024-07-16 13:45:00,233.83,234.2,233.83,234.13,805060
2024-07-16 14:00:00,234.1136,234.14999,233.8399,234.020004,639224
2024-07-16 14:15:00,234.029999,234.55,233.71001,234.39,971054
2024-07-16 14:30:00,234.39951,234.86501,234.3,234.855,821228
2024-07-16 14:45:00,234.83501,234.86501,234.48,234.785,682410
2024-07-16 15:00:00,234.795,234.85001,234.5601,234.66611,721567
2024-07-16 15:15:00,234.66,234.7,234.31,234.55991,984552
2024-07-16 15:30:00,234.55,234.72,234.285,234.6358,843735
2024-07-16 15:45:00,234.63,234.98,234.42,234.81,2013525
2024-07-17 09:30:00,229.48,231.4599,227.94,228.17999,7953073
2024-07-17 09:45:00,228.67999,229.41991,228.24001,229.0099945,3552919
2024-07-17 10:00:00,229.0,229.065002,227.0,227.070007,3417597
2024-07-17 10:15:00,227.089996,228.255,226.64,227.82001,2706843
2024-07-17 10:30:00,227.8,228.48,227.55,228.25,1600033
2024-07-17 10:45:00,228.25999,228.48,227.45,227.77,1563031
2024-07-17 11:00:00,227.765,228.77,227.74001,228.3401,1738347
2024-07-17 11:15:00,228.36,228.83,228.13,228.62,1205361
2024-07-17 11:30:00,228.63,229.0099945,228.28999,228.71001,1337329
2024-07-17 11:45:00,228.7,228.7534,228.095001,228.71001,1107797
2024-07-17 12:00:00,228.72,228.83,228.27409,228.36,825188
2024-07-17 12:15:00,228.37,228.63499,228.27,228.495,959485
2024-07-17 12:30:00,228.485,228.72,228.32001,228.42999,1075051
2024-07-17 12:45:00,228.42999,229.0099945,228.34,228.71001,1084030
2024-07-17 13:00:00,228.72,228.77,228.14999,228.2,761398
2024-07-17 13:15:00,228.22,228.795,228.1501,228.7,950140
2024-07-17 13:30:00,228.67999,228.92,228.3394,228.39999,1062056
2024-07-17 13:45:00,228.39,228.64,228.25999,228.631,704821
2024-07-17 14:00:00,228.64,229.42,228.50751,229.050003,1154593
2024-07-17 14:15:00,229.059906,229.78,229.050003,229.5191,1555566
2024-07-17 14:30:00,229.51801,229.8,229.063095,229.14,1150876
2024-07-17 14:45:00,229.14,229.2995,228.96001,229.2,998123
2024-07-17 15:00:00,229.19501,229.62,229.0099945,229.4502,1518261
2024-07-17 15:15:00,229.46001,229.66991,229.070099,229.14,1109014
2024-07-17 15:30:00,229.14,229.3,228.57001,229.22549,1833590
2024-07-17 15:45:00,229.22,229.82001,228.61,228.88499,4416987
2024-07-18 09:30:00,230.345,230.44,228.9301,229.17999,4387892
2024-07-18 09:45:00,229.16,229.24001,226.59,227.029999,3432947
2024-07-18 10:00:00,227.0050049,228.35001,226.75,228.1656,2475154
2024-07-18 10:15:00,228.17,228.67,227.86,227.89,1809225
2024-07-18 10:30:00,227.87,228.0099945,225.75,225.88,2476347
2024-07-18 10:45:00,225.88,227.22,225.13,226.59,2617061
2024-07-18 11:00:00,226.59,226.69,224.52,224.7699,3751624
2024-07-18 11:15:00,224.77,225.070007,222.78999,222.99001,3962928
2024-07-18 11:30:00,222.98,224.029999,222.45,223.21021,3422059
2024-07-18 11:45:00,223.22,223.82001,223.080002,223.49001,1449986
2024-07-18 12:00:00,223.49001,223.6494,222.86,223.28999,1722464
2024-07-18 12:15:00,223.3,223.39999,222.8,223.35001,1371115
2024-07-18 12:30:00,223.35001,224.145,223.13,224.020004,1420164
2024-07-18 12:45:00,224.024994,224.23,222.47,224.21001,2326786
2024-07-18 13:00:00,224.2,224.62,223.47,224.4836,1771645
2024-07-18 13:15:00,224.48289,225.065002,224.27,224.56,1279627
2024-07-18 13:30:00,224.55,224.97659,224.42999,224.82001,1151022
2024-07-18 13:45:00,224.83,225.2,224.50999,224.69,1682469
2024-07-18 14:00:00,224.71001,225.029999,224.41499,224.59,1160757
